Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Structure Protection Services -Crews and Units,ON-003489,RSO,2020/04/09,4,2020/04/14,Strategic Fire Control Ltd.,Cranbrook,British Columbia,Canada,$1.00,2020/05/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Castle Creek FSR Deactivation,EN21PGN321,ITT,2020/04/17,3,2020/04/29,Skyline Resources Ltd,McBride,British Columbia,Canada,"$287,645.59",2020/05/04
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Technical Lead,GMC TEC 2021 01,RFP,2020/04/07,2,2020/04/17,Charter Project Delivery Inc.,Port Moody,British Columbia,Canada,"$446,000.00",2020/05/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Structure Protection Services -Crews and Units,ON-003489,RSO,2020/04/09,4,2020/04/14,Fall Line Forestry Limited,Ymir,British Columbia,Canada,$1.00,2020/05/04
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Top of the World Park Supply and Installation of Trail Bridges,ENV21-BCPKO-10,ITT,2020/04/23,2,2020/04/29,Momentum Mountain Solutions,Victoria,British Columbia,Canada,"$69,750.00",2020/05/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Kokanee Creek Spawning Channel Infrastructure Repairs,GS21CBE002/1070-20,RFP,2020/04/15,7,2020/04/17,Sorenson Excavating Ltd,Castlegar,British Columbia,Canada,"$222,000.00",2020/05/05
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Implementation of a Fertilization Contract & Prescription Develo,IM21DCS103,ITT,2020/03/20,2,2020/03/27,Erafor Forestry Ltd.,Prince George,British Columbia,Canada,"$37,560.00",2020/05/05
Ministry of Health,Ministry of Health,Prosthetist Consultant,RFPHL284,RFP,2020/03/23,1,2020/04/14,Brian I Mackie,Victoria,British Columbia,Canada,"$90,000.00",2020/05/05
Procurement Services Branch,Ministry of Public Safety and Solicitor General,Burlap Sandbags with Ties (Chilliwack),ITQ-006199,Itq,2020/04/24,2,2020/04/28,Burnaby Bag & Burlap Ltd.,Burnaby,British Columbia,Canada,"$653,735.71",2020/05/05
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",*** RE-QUOTE *** 2 Steel Girder/Concrete Deck Bridges (2 Sites),ITQ-006196R,Itq,2020/04/21,0,2020/04/30,Rapid-Span Structures Ltd,Armstrong,British Columbia,Canada,"$238,560.00",2020/05/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Highway No. 93/95 Intersection Upgrade,23444MJ0000,MOTITT,2020/04/29,3,2020/05/05,Copcan Civil Ltd.,Nanaimo,British Columbia,Canada,"$5,117,311.00",2020/05/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Construction to replace existing culvert with CSP Pipe Arch.,24666MJ0000,MOTITT,2020/03/11,0,2020/04/08,Mass Construction Ltd.,Quesnel,British Columbia,Canada,"$464,023.50",2020/05/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Construction to replace existing culvert with CSP Pipe Arch.,24666MJ0000,MOTITT,2020/03/11,0,2020/04/08,Mass Construction Ltd.,Quesnel,British Columbia,Canada,"$464,023.50",2020/05/06
Procurement Services Branch,Ministry of Citizens' Services,Quest Annual Support Renewal,ITQ-006204,Itq,2020/04/23,0,2020/05/01,Softchoice LP,Vancouver,British Columbia,Canada,"$272,170.97",2020/05/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Silviculture Contract Implementation and Surveys- Sea to Sky,SU21LMN200,ITT,2020/04/17,2,2020/04/28,Hedberg and Associates Consulting Ltd.,Squamish,British Columbia,Canada,"$32,120.00",2020/05/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Grading of Forest Service Roads in the Selkirk Forest District N,EN21DSE003,ITT,2020/03/24,1,2020/05/07,Setetkwe Contracting Ltd,Barriere,British Columbia,Canada,"$35,868.56",2020/05/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Grading of Forest Service Roads in the Selkirk Forest District N,EN21DSE003,ITT,2020/03/24,1,2020/05/07,Setetkwe Contracting Ltd,Barriere,British Columbia,Canada,"$35,868.56",2020/05/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Grading of Forest Service Roads in the Selkirk Forest District S,EN21DSE002,ITT,2020/03/12,0,2020/05/07,Ross Industries Ltd,Bonnington,British Columbia,Canada,"$52,940.00",2020/05/07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS21MRB300 Fairmont Wildfire Risk Reduction Tactical Overview,GS21MRB300,ITT,2020/04/27,1,2020/05/04,Frontline Operations Group Ltd.,Coldstream,British Columbia,Canada,"$5,433.00",2020/05/07
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Bridge Replacement,23541MJ0000,MOTITT,2020/04/08,3,2020/04/17,West Horizon Contracting Inc.,Smithers,British Columbia,Canada,"$647,768.00",2020/05/07
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"1.9 km passing lane west bound, 400 m passing lane extension ",37228MJ0000,MOTITT,2020/04/16,3,2020/04/28,Jakes Construction Ltd.,Chilliwack,British Columbia,Canada,"$5,995,000.00",2020/05/07
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Type II Picnic Tables (various locations),ITQ-006203,Itq,2020/04/22,0,2020/04/30,Ennadai Woodworks Inc,Golden,British Columbia,Canada,"$55,126.40",2020/05/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Gorman FSR and Scottie Creek FSR Bridge Installations,EN21DTR001,ITT,2020/04/29,4,2020/05/06,Deverell Contracting Ltd.,Kamloops,British Columbia,Canada,"$134,924.00",2020/05/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Forest Service Road Structural & Environmental Maintenance,EN21LMN105,NOI,2020/04/29,0,2020/05/08,Capilano Highway Services Company,West Vancouver,British Columbia,Canada,"$25,000.00",2020/05/08
Procurement Services Branch,Ministry of Public Safety and Solicitor General,Burlap Sandbags with Ties (Chilliwack),ITQ-006199,Itq,2020/04/24,2,2020/04/28,NYP Corporation,Elizabeth,New Jersey,USA,"$537,430.00",2020/05/08
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,French Beach Driveway Culvert Replacements and Associated Works ,ITT CP21NAN003,ITT,2020/04/30,3,2020/05/04,Ramida Enterprises Ltd.,Victoria,British Columbia,Canada,"$127,894.18",2020/05/11
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Seismic structural improvements to bridge and deck repair,12664MJ2020,MOTITT,2020/04/24,5,2020/04/30,Seismic 2000 Construction Ltd.,Langley,British Columbia,Canada,"$1,099,662.00",2020/05/11
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Mill and Fill Resurfacing Including Ramp Repairs,12944MJ2020,MOTITT,2020/04/27,1,2020/05/06,Lafarge Canada Inc.,Coquitlam,British Columbia,Canada,"$1,860,400.00",2020/05/11
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Road Realignment- Deadman Vidette Road,24175MJ0001,MOTITT,2020/04/21,3,2020/05/05,C & C Road Maintenance Ltd.,Armstrong,British Columbia,Canada,"$4,399,770.75",2020/05/11
Procurement Services Branch,Ministry of Citizens' Services,Cisco Adapters & Modules (Victoria),ITQ-006202,Itq,2020/05/04,2,2020/05/06,Softchoice LP,Vancouver,British Columbia,Canada,"$9,008.22",2020/05/12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control and First Aid Services West Kootenay District Se,31507OP0013,MOTITT,2020/04/21,0,2020/05/12,No Bids Received,Victoria,British Columbia,Canada,$0.00,2020/05/12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control and First Aid Services West Kootenay District Se,31507OP0013,MOTITT,2020/04/21,0,2020/05/12,No Bids Received,Victoria,British Columbia,Canada,$0.00,2020/05/12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Installation of Rumble Strips,37741MJ0000,MOTITT,2020/05/01,1,2020/05/05,Dunwell Innovations Inc.,Kelowna,British Columbia,Canada,"$109,500.00",2020/05/12
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Lower Mainland and Sunshine Coast Durable Pavement Marking,12542MJ2003,MOTITT,2020/04/03,0,2020/05/06,Sutton Road Markings Ltd.,Surrey,British Columbia,Canada,"$335,552.50",2020/05/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Lower Mainland and Sunshine Coast Durable Pavement Marking,12542MJ2003,MOTITT,2020/04/03,0,2020/05/06,Sutton Road Markings Ltd.,Surrey,British Columbia,Canada,"$335,552.50",2020/05/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Road Resurfacing Highways, H101 Gibsons (9.0 Lane Km)",12945MJ2020,MOTITT,2020/04/14,0,2020/05/08,Key-West Asphalt (333) Ltd.,Surrey,British Columbia,Canada,"$1,988,940.00",2020/05/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Road Resurfacing Highways, H101 Gibsons (9.0 Lane Km)",12945MJ2020,MOTITT,2020/04/14,0,2020/05/08,Key-West Asphalt (333) Ltd.,Surrey,British Columbia,Canada,"$1,988,940.00",2020/05/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Structure Replacement and Roadworks,24778MJ0001,MOTITT,2020/03/27,0,2020/04/22,Kingston Construction Ltd.,Surrey,British Columbia,Canada,"$910,650.00",2020/05/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Structure Replacement and Roadworks,24778MJ0001,MOTITT,2020/03/27,0,2020/04/22,Kingston Construction Ltd.,Surrey,British Columbia,Canada,"$910,650.00",2020/05/13
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Meziadin Lake Park culvert replacement and road upgrade ,CP21SME004B,ITQ,2020/04/22,1,2020/04/27,Steel Ridge Contracting Ltd.,Smithers,British Columbia,Canada,"$68,694.50",2020/05/14
Ministry of Finance,Ministry of Finance,RFP Reinsurance Broker Services for a Property Program,11021,RFP,2019/12/17,1,2020/01/10,Willis ReCanada,Toronto,Ontario,Canada,$0.00,2020/05/14
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,AS & WHEN REQUIRED PROJECT SUPERVISION SERVICES - SOUTH PEACE,331LM9768-PS,ITB,2020/05/07,0,2020/05/14,Associated Engineering (B.C.) Ltd.,Vancouver,British Columbia,Canada,"$50,000.00",2020/05/14
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Asphalt Road Resurfacing, H1: Sumas Way to 264th (13.7 Lane Km) ",12937MJ2020,MOTITT,2020/04/24,2,2020/05/01,Key-West Asphalt (333) Ltd.,Surrey,British Columbia,Canada,"$1,526,235.00",2020/05/14
Ministry of Health,Ministry of Health,Rapid Evidence Services,SRFPHL266,SRFP,2020/05/06,4,2020/05/08,McMaster University,Hamilton,Ontario,Canada,"$75,000.00",2020/05/15
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Terrace Prince Rupert Park Operator Agreement RFP,BCP2020-01,RFP,2020/02/07,2,2020/02/18,N/A,,,,$0.00,2020/05/19
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HYDROGRAPHIC SURVEYS AT SELECTED STRUCTURES IN BRITISH COLUMBIA,83106OP2101,MOTITT,2020/04/28,0,2020/05/12,CRA Canada Surveys Inc.,Chase,British Columbia,Canada,"$177,045.50",2020/05/19
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,HYDROGRAPHIC SURVEYS AT SELECTED STRUCTURES IN BRITISH COLUMBIA,83106OP2101,MOTITT,2020/04/28,0,2020/05/12,CRA Canada Surveys Inc.,Chase,British Columbia,Canada,"$177,045.50",2020/05/19
Procurement Services Branch,Ministry of Citizens' Services,IBM Annual Software Subscription & Support Renewal (Victoria),ITQ-006215,Itq,2020/05/06,0,2020/05/15,CDW Canada Inc,Etobicoke,Ontario,Canada,"$20,707.52",2020/05/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","As & When Terrain Stability Assessments, DMK, DPG, DSN",1070-20/NEGTSA,ITT,2020/05/14,4,2020/05/20,Westrek Geotechnical Services Ltd. - District of Stuart Nechako,Victoria,British Columbia,Canada,"$52,000.00",2020/05/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","As & When Terrain Stability Assessments, DMK, DPG, DSN",1070-20/NEGTSA,ITT,2020/05/14,4,2020/05/20,Westrek Geotechnical Services Ltd. - District of Mackenzie,Victoria,British Columbia,Canada,"$52,000.00",2020/05/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","As & When Terrain Stability Assessments, DMK, DPG, DSN",1070-20/NEGTSA,ITT,2020/05/14,4,2020/05/20,Westrek Geotechnical Services Ltd. - District of Prince George,Victoria,British Columbia,Canada,"$52,000.00",2020/05/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Lachmach Reconstructin,EN21PGN324,ITT,2020/04/21,0,2020/05/13,West Horizon Contracting Inc.,Smithers,British Columbia,Canada,"$87,000.00",2020/05/20
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Concrete Slab Bridge (Site N2-234),ITQ-006217,Itq,2020/05/11,0,2020/05/20,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$56,227.36",2020/05/20
Procurement Services Branch,Ministry of Public Safety and Solicitor General,45 XPR 3500E Motorola Radios (Prince George),ITQ-006213,Itq,2020/05/08,2,2020/05/13,Cel-Com Systems Ltd,Langley,British Columbia,Canada,"$30,240.39",2020/05/20
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,AS & WHEN REQUIRED PROJECT SUPERVISION SERVICES - NORTH PEACE,331LM4848-PS,ITB,2020/05/13,0,2020/05/20,Civil North Consulting Ltd.,Prince George,British Columbia,Canada,"$50,000.00",2020/05/20
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Provincial Land Survey Roster,8112018,RQU,2018/11/08,0,2018/12/03,McElhanney,Squamish,British Columbia,Canada,"$25,000.00",2020/05/20
Procurement Services Branch,Ministry of Transportation and Infrastructure,"Geosynthetic Materials (Merritt, BC)",ITQ-006212,Itq,2020/05/08,1,2020/05/13,Layfield Group Limited,Richmond,British Columbia,Canada,"$13,425.43",2020/05/20
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Top of the World Park Fish Lake Public Cabin Refurbishment,ENV21-BCPKO-011,ITT,2020/05/05,1,2020/05/13,Coates Custom Carpentry Ltd.,Ymir,British Columbia,Canada,"$112,000.00",2020/05/20
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Fraser Valley Durable Pavement Markings,12542MJ2002,MOTITT,2020/04/07,0,2020/05/12,Infinite Road Marking Ltd.,Abbotsford,British Columbia,Canada,"$270,800.00",2020/05/20
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Fraser Valley Durable Pavement Markings,12542MJ2002,MOTITT,2020/04/07,0,2020/05/12,Infinite Road Marking Ltd.,Abbotsford,British Columbia,Canada,"$270,800.00",2020/05/20
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Routine Bridge Inspections - Okanagan/Shuswap & Columbia Areas,EN21474-008,ITT,2020/05/01,0,2020/05/21,Terraliving Consultants Inc,Vernon,British Columbia,Canada,"$40,989.00",2020/05/21
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Ta Ch'ila (Boya Lake) Park Toilet Installation ,CP21SME007,ITQ,2020/05/11,1,2020/05/19,Wild Timber Contracting Inc.,Telegraph Creek,British Columbia,Canada,"$32,370.00",2020/05/21
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Vancouver Island Durable Pavement Markings,12542MJ2001,MOTITT,2020/04/14,0,2020/05/14,Infinite Road Marking Ltd.,Abbotsford,British Columbia,Canada,"$343,377.40",2020/05/21
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Vancouver Island Durable Pavement Markings,12542MJ2001,MOTITT,2020/04/14,0,2020/05/14,Infinite Road Marking Ltd.,Abbotsford,British Columbia,Canada,"$343,377.40",2020/05/21
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,H19 and Willis Road Southbound Acceleration Lane,16856MJ2020,MOTITT,2020/05/01,1,2020/05/13,Windley Contracting Ltd.,Nanaimo,British Columbia,Canada,"$648,071.00",2020/05/21
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Construction of a New Retaining Wall,24591MJ0000,MOTITT,2020/04/28,2,2020/05/20,DCL Construction Services Ltd.,Calgary,Alberta,Canada,"$1,295,543.00",2020/05/22
