Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
BC Timber Sales - Contracts,BC Timber Sales - Contracts,"Road Inspections, Construction, Maintenance and Deactivation",EN23TKJ044,ITT,2022/04/27,1,2022/05/17,0938541 B.C. Ltd.,Armstrong,British Columbia,Canada,"$61,395.20",2022/05/19
Ministry of Forests,Ministry of Forests,Aerial Overview Survey of Forest Health Conditions Skeena Region,FH23RSK002MY,ITT,2022/05/03,2,2022/05/18,HR GISolutions Inc,Victoria,British Columbia,Canada,"$90,000.00",2022/05/19
Procurement Services Branch,Ministry of Forests,Rural Policy and Programs - Grant Management System,ON-003749,RFP,2022/03/10,1,2022/03/22,N/A,,,,$0.00,2022/05/19
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SU23TLE006 Silviculture Surveys – Gaspard – Williams Lake TSA,SU23TLE006,ITT,2022/05/04,0,2022/05/19,Wade Wesley Tokarek dba W.W.T. Forestry Services,Kamloops,British Columbia,Canada,"$96,416.88",2022/05/19
City of Kelowna,City of Kelowna,Consulting - Sewer - Rutland,10953,RQU,2022/02/23,0,2022/03/31,Align Engineering Ltd.,Kelowna,,,"$1,325,795.00",2022/05/18
Regional District of Nanaimo,,,22-031,RFP,,0,,Aeroquest Mapcon,Coquitlam,,,"$206,084.00",2022/05/18
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"2022 Scour Remediation (Kempton, Ireland and Trinity)",25184MJ0002,MOTITT,2022/05/03,2,2022/05/10,Okanagan Aggregates Ltd.,Armstrong,British Columbia,Canada,"$736,984.00",2022/05/18
Provincial Health Services Authority (Incl. BCCSS),,,CL06175,DirectAward,,0,,CARDINAL HEALTH CANADA,Vaughan,,,"$963,144.00",2022/05/18
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN23TEK400 -Project Monitor - Kamloops TSA (Kamloops),EN23TEK400,ITT,2022/04/06,0,2022/04/27,517568 BC LTD dba ATLAS INFORMATION MANAGEMENT,Kamloops,British Columbia,Canada,"$62,300.00",2022/05/18
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN23TKR021 - Forest Service Road Maintenance - Revelstoke North ,EN23TKR021,ITT,2022/03/02,0,2022/03/31,Skwlax Resource Management,Chase,British Columbia,Canada,"$189,685.75",2022/05/18
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),Nanion Patchliner,PHSA 09177,NOI,2022/05/13,0,2022/05/18,Nanion Technologies  Inc.,Irvington,,,"$472,000.00",2022/05/18
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,North Vancouver,,,$0.00,2022/05/17
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,North Vancouver,,,$0.01,2022/05/17
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,"Edmonton, AB",,,$0.00,2022/05/17
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,"Edmonton, AB",,,$0.01,2022/05/17
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,Prince George,,,$0.00,2022/05/17
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,Prince George,,,$0.01,2022/05/17
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,Victoria,,,$0.00,2022/05/17
BC Housing Management Commission,BC Housing Management Commission,Request for Pre-Qualifications for Design Build Services ,1070-2021/172A,RFSQ,2020/12/03,0,2021/01/07,N/A,Victoria,,,$0.01,2022/05/17
Ministry of Forests,Ministry of Forests,Williams Lake PSP Sampling,1070-30/OT23FHQ083,ITT,2022/04/28,0,2022/05/12,Hatch Woodlands Ltd.,Salt Spring Island,British Columbia,Canada,"$69,042.00",2022/05/17
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Construction and Maintenance Facilitation Services,13331,RFP,2022/04/14,0,2022/04/28,Bob Vaughan dba Bob Vaughan and Associates,Kelowna,British Columbia,Canada,"$150,000.00",2022/05/17
Provincial Health Services Authority (Incl. BCCSS),,,CL02400CR-2022,Onboarding,,0,,CARDINAL HEALTH CANADA INC,Vaughan,,,"$1,698,908.00",2022/05/17
Provincial Health Services Authority (Incl. BCCSS),,,CL02935,DirectAward,,0,,3M CANADA HEALTHCARE,London,,,"$11,287,904.00",2022/05/17
Procurement Services Branch,BC Timber Sales - Contracts,Juniper Systems Tablet and Accessories ,ITQ-007038,Itq,2022/04/27,1,2022/04/29,879142 Alberta Ltd.,Burnaby,British Columbia,Canada,"$18,580.80",2022/05/17
Procurement Services Branch,Ministry of Forests,Standing Offer - 5-Gal Collapsible fire pump bag and parts,ITQ-007050,Itq,2022/04/28,0,2022/05/06,Western Equipment Ltd,Surrey,British Columbia,Canada,$0.00,2022/05/17
Procurement Services Branch,Ministry of Transportation and Infrastructure,Rockfall Attenuator System,ITQ-007052,Itq,2022/05/06,3,2022/05/11,Trumer Schutzbauten Canada Ltd,Vancouver,British Columbia,Canada,"$391,776.00",2022/05/17
Procurement Services Branch,BC Timber Sales - Contracts,"Assembled Modular Timber Deck Panels (Rock Creek, BC)",ITQ-007053,Itq,2022/05/05,0,2022/05/16,Toosey Old School Wood Products Limited Partnership,Riske Creek,British Columbia,Canada,"$25,839.52",2022/05/17
City of Maple Ridge,City of Maple Ridge,236 Street Water Pump Station Replacement,ITT-EN22-3,ITT,2022/03/30,10,2022/04/05,Drake Excavating (2016) Ltd.,Maple Ridge,,,"$5,352,110.00",2022/05/17
Provincial Health Services Authority (Incl. BCCSS),,,PHSA 8957,DirectAward,,0,,Compass Management Consulting Ltd.,Toronto,,,"$250,000.00",2022/05/17
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),Thermablate EAS Supplies and Consumables,PHSA 9019,NOI,2022/05/06,0,2022/05/16,Idoman Canada Inc.,Toronto,,,"$125,913.00",2022/05/17
Provincial Health Services Authority (Incl. BCCSS),BC Emergency Health Services,PHSA RFP BCFSC0222,PHSA RFP BCFSC0222,RFP,2022/02/01,0,2022/03/01,Albert's Repair Service Ltd,Bella Coola,,,"$130,000.00",2022/05/17
Ministry of Forests,Ministry of Forests,Post Wildfire OGMA Restoration Research ,RE23NAN404,NOI,2022/04/08,0,2022/04/20,N/A,,,,$0.00,2022/05/17
City of Kelowna,City of Kelowna,Road Marking Services,10992,RFP,2022/03/21,0,2022/04/25,Aardvark Pavement Marking Services,Kelowna,,,"$163,444.00",2022/05/16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional,153RFP2022,RFP,2022/04/05,3,2022/04/12,Cornerstone Planning Group,Victoria,British Columbia,Canada,"$990,000.00",2022/05/16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional,153RFP2022,RFP,2022/04/05,3,2022/04/12,Stantec Consulting Ltd.,Kelowna,British Columbia,Canada,"$990,000.00",2022/05/16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional,153RFP2022,RFP,2022/04/05,3,2022/04/12,Two Worlds Consulting Ltd.,Victoria,British Columbia,Canada,"$990,000.00",2022/05/16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional,153RFP2022,RFP,2022/04/05,3,2022/04/12,Vectura Consulting Ltd.,Victoria,British Columbia,Canada,"$990,000.00",2022/05/16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional,153RFP2022,RFP,2022/04/05,3,2022/04/12,Jemma Scoble and Associates Consulting Inc.,Vancouver,British Columbia,Canada,"$990,000.00",2022/05/16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Indigenous Relations Professional,153RFP2022,RFP,2022/04/05,3,2022/04/12,Hemmera Envirochem Inc.,Burnaby,British Columbia,Canada,"$990,000.00",2022/05/16
Provincial Health Services Authority (Incl. BCCSS),,,CL05829-2022,DirectAward,,0,,3M CANADA HEALTHCARE,London,,,"$2,494,600.00",2022/05/16
Procurement Services Branch,Ministry of Agriculture and Food,Veterinary Euthanizing Devices (Abbottsford),ITQ-007039,Itq,2022/04/20,0,2022/04/28,S.E.C. Repro Inc.,Ange-Gardien,Quebec,Canada,"$34,938.75",2022/05/16
Procurement Services Branch,Ministry of Forests,Treated Timber Thompson Rivers District (Clearwater),ITQ-007051,Itq,2022/05/02,0,2022/05/10,Shy's Forest Products Ltd,Vancouver,,,"$68,850.00",2022/05/16
City of Prince George,City of Prince George,Supply & Install Two (2) Playground Systems,P22-021,NRFP,2022/03/09,0,2022/04/05,Suttle Recreation Inc.,Burnaby,,,"$180,239.01",2022/05/16
City of Kelowna,,,PO 536133,DirectAward,,0,,Great West Equipment,Vernon,,,"$177,390.00",2022/05/16
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Silviculture Surveys Big Creek – Williams Lake TSA,SU23TLE004,ITT,2022/04/27,0,2022/05/12,Jeremie William LeBourdais dba Jeratec Forestry Contracting,150 Mile House,British Columbia,Canada,"$62,182.00",2022/05/16
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),Construction Manager at Risk Services - Metro Vancouver Housing ,22-058,RQU,2022/03/11,0,2022/03/31,See https://metrovancouver.bidsandtenders.ca,Burnaby,,,$0.00,2022/05/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Old Skeena Bridge No. 00473 Rehabilitation,37248MJ0001,MOTITT,2022/04/07,4,2022/04/14,Gitga’at Park Derochie Industrial Services Inc.,Victoria,British Columbia,Canada,"$22,659,915.82",2022/05/13
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Bridge Deck Rehabilitation,37907MJ0000,MOTITT,2022/05/02,1,2022/05/10,Cortez Construction Ltd,Kamloops,British Columbia,Canada,"$4,731,194.00",2022/05/13
BC Timber Sales - Contracts,,,EN22TEC013,ITT,,0,,Westrek Geotech Services Ltd.,Kamloops,,,"$133,380.00",2022/05/13
Ministry of Forests,Ministry of Forests,Defoliator treatment support in the Cariboo Region,FH23WLN006,ITT,2022/03/23,0,2022/04/19,N/A,,,,$0.00,2022/05/13
Insurance Corporation of BC,Insurance Corporation of BC,System Security Testing,NRFP 105,NRFP,2021/11/16,1,2021/12/07,KPMG,Vancouver,,,"$318,175.00",2022/05/13
School District 57 Prince George,School District 57 Prince George,"Supply & Install Playground System, College Heights Elementary ",P1-22,RFP,2022/04/29,2,2022/05/05,Habitat Systems Ltd.,Burnaby,,,"$157,137.00",2022/05/13
School District 57 Prince George,School District 57 Prince George,Supply & Install Playground System - Hart Highlands Elementary,P2-22,RFP,2022/04/29,1,2022/05/05,Swingtime Playgrounds & Parks,Vancouver,,,"$152,379.00",2022/05/13
BC Housing Management Commission,BC Housing Management Commission,"Single Family Home Renovations, Vancouver Island, BC",1070-2223-029,ITT,2022/04/14,3,2022/04/21,Pac-West Ventures Corp.,Victoria,,,"$188,000.00",2022/05/12
Ministry of Forests,Ministry of Forests,Mainland/ Coastal PSP Sampling,1070-30/OT23FHQ063,ITT,2022/04/01,0,2022/04/19,Hatch Woodlands Ltd.,Salt Spring Island,British Columbia,Canada,"$87,360.00",2022/05/12
City of Dawson Creek,City of Dawson Creek,RFP 2022-13 Memorial Arena Slab Replacement - RFP Development,2022-13,RFP,2022/03/14,1,2022/03/18,Tryon Professional Group,Dawson Creek,,,"$65,080.00",2022/05/12
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),Innovative Organics Processing,21-519,RFP,2022/01/18,0,2022/02/15,Anaconda Systems Limited,Vancouver,,,$0.00,2022/05/12
Ministry of Forests,Ministry of Forests,Finlay-Russel 64.5km Bridge Replacement G6-215A,EN23PGN329,ITT,2022/05/10,3,2022/05/12,Platinum Stone Contracting Ltd.,Mission,British Columbia,Canada,"$733,409.00",2022/05/12
Procurement Services Branch,Ministry of Social Development and Poverty Reduction,2022 Annual Renewal of ISD's M&S for Rocket Licenses,ITQ-007014,Itq,2022/03/21,0,2022/03/29,Rocket Software Inc.,Waltham,British Columbia,Canada,"$130,947.05",2022/05/12
Ministry of Forests,Ministry of Forests,CRANBROOK FZ– ELECTRICAL & MECHANICAL SERVICES TO NEW WAREHOUSE,ITT23BCWSHQ001A,ITT,2022/04/22,0,2022/05/05,Martech Electrical Systems Ltd.,Victoria,British Columbia,Canada,"$48,086.78",2022/05/12
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SU23TKR017 - Silviculture Surveys - Revelstoke,SU23TKR017,ITT,2022/03/09,0,2022/04/01,Nakimu Ventures Inc.,Revelstoke,British Columbia,Canada,"$45,014.85",2022/05/12
Alberni-Clayoquot Regional District,Alberni-Clayoquot Regional District,RFT - West Coast Organic Processing Facility and Tipping Area ,WCO01-22,RFT,2022/04/20,7,2022/04/22,N/A,,,,$0.00,2022/05/12
School District 57 Prince George,School District 57 Prince George,College Heights Secondary School Parking Lot Lighting Upgrade,011-22,ITT,2022/04/21,0,2022/05/10,M Watt Electric Inc.,Prince George,,,"$147,272.00",2022/05/11
City of Kelowna,,,11013,DirectAward,,0,,Great West Equipment,Vernon,,,"$240,843.00",2022/05/11
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Hwy 6, Salmo to Euphrates and Hwy 3 Kootenay Pass resurfacing",25882MJ0000,MOTITT,2022/04/21,1,2022/04/27,Terus Construction Ltd. DBA Selkirk Paving,Crescent Valley,British Columbia,Canada,"$11,498,806.80",2022/05/11
Procurement Services Branch,Ministry of Forests,Design/Fabricate/Deliver 1 Corrugated Culvert (Port Alberni),ITQ-007022,Itq,2022/03/24,0,2022/04/05,Armtec Inc.,Sunnyside,Manitoba,Canada,"$88,353.86",2022/05/11
Ministry of Children and Family Development,Ministry of Children and Family Development,Integrated Practice Clinician (Domestic Violence)-100 Mile House,MCFD-05-2022,SRFP,2022/03/24,0,2022/04/21,N/A,,,,$0.00,2022/05/11
Ministry of Finance,Ministry of Finance,Construction Insurance Broker Services ,12969,RFP,2022/01/28,2,2022/02/18,Marsh Canada Limited,Victoria,British Columbia,Canada,$0.00,2022/05/10
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Public Interest Bonding Strategy Industry Cost Estimates,13297,SRFP,2022/04/04,0,2022/04/18,N/A,,,,$0.00,2022/05/10
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Three Valley No. 00357 Deck Widening and Rehabilitation,23371MJ0001,MOTITT,2022/04/14,1,2022/04/27,Hanna Infrastructure Ltd.,North Vancouver,British Columbia,Canada,"$7,166,660.00",2022/05/10
BC Timber Sales - Contracts,BC Timber Sales - Contracts,AA23TFG007 Archaeological Assessments & Services - Arrow (TKO),AA23TFG007,ITT,2022/03/24,0,2022/04/14,Ursus Heritage Consulting Ltd.,Vernon,British Columbia,Canada,"$138,240.00",2022/05/10
Procurement Services Branch,Ministry of Citizens' Services,RStudio Connect Standard Named User  (Victoria),ITQ-007010,Itq,2022/03/10,0,2022/03/18,Softchoice LP,Toronto,Ontario,Canada,"$42,322.56",2022/05/10
Procurement Services Branch,Ministry of Forests,Standing Offer: Scoop Stretcher  (Chilliwack),ITQ-007046,Itq,2022/04/25,0,2022/05/04,Dynamic Rescue Systems Inc.,Coquitlam,British Columbia,Canada,$0.00,2022/05/10
Ministry of Health,Ministry of Health,HSIMIT Consulting Services,ON-003627,RSO,2022/01/06,8,2022/01/07,Elevate,Victoria,British Columbia,Canada,$0.00,2022/05/10
Ministry of Health,Ministry of Health,HSIMIT Consulting Services,ON-003627,RSO,2022/01/06,8,2022/01/07,Deloitte,Vancouver,British Columbia,Canada,$0.00,2022/05/10
Ministry of Health,Ministry of Health,HSIMIT Consulting Services,ON-003627,RSO,2022/01/06,8,2022/01/07,CGI,Victoria,British Columbia,Canada,$0.00,2022/05/10
Ministry of Forests,,,OT23FHQ080,ITT,,0,,Hatch Woodlands Ltd,Salt Spring Island,,,"$113,813.00",2022/05/10
Ministry of Forests,,,OT23FHQ080,ITT,,0,,Hatch Woodlands Ltd,Salt Spring Island,,,"$113,813.00",2022/05/10
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA Request for Proposal 02412 Spine Implants,PHSA 02412,RFP,2019/09/30,5,2019/10/08,"Johnson & Johnson Medical Products, a division of Johnson & John",Markham,,,"$10,800,000.00",2022/05/10
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA Request for Proposal 02412 Spine Implants,PHSA 02412,RFP,2019/09/30,5,2019/10/08,Medtronic Canada ULC,Brampton,,,"$17,300,000.00",2022/05/10
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA Request for Proposal 02412 Spine Implants,PHSA 02412,RFP,2019/09/30,5,2019/10/08,Zimmer Biomet Canada,Mississauga,,,"$4,400,000.00",2022/05/10
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA Request for Proposal 02412 Spine Implants,PHSA 02412,RFP,2019/09/30,5,2019/10/08,Stryker Canada ULC,WATERDOWN,,,"$1,500,000.00",2022/05/10
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA Request for Proposal 02412 Spine Implants,PHSA 02412,RFP,2019/09/30,5,2019/10/08,Galen Medical Ltd,Vancouver,,,$0.00,2022/05/10
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA Request for Proposal 02412 Spine Implants,PHSA 02412,RFP,2019/09/30,5,2019/10/08,Verve Medical Products Inc.,Mississauga,,,$0.00,2022/05/10
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA Request for Proposal 02412 Spine Implants,PHSA 02412,RFP,2019/09/30,5,2019/10/08,Merit Medical Canada,Markham,,,$0.00,2022/05/10
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SU23TKR016 - Silviculture Surveys - Golden ,SU23TKR016,ITT,2022/03/08,0,2022/03/31,Ten Peaks Holdings Ltd.,Revelstoke,British Columbia,Canada,"$35,850.00",2022/05/10
BC Timber Sales - Contracts,,,SU23TLH010,ITT,,0,,Blue Collar Silviculture Ltd.,Quesnel,,,"$257,093.60",2022/05/10
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SU23TLH010A–Regeneration Assessment & FG Surveys–Quesnel TSA ,SU23TLH010A,ITT,2022/04/07,0,2022/05/05,Blue Collar Silviculture Ltd.,Quesnel,British Columbia,Canada,"$257,093.60",2022/05/10
City of Kelowna,City of Kelowna,Theatre Ticketing Software,10863,RQU,2022/01/07,0,2022/02/08,Spektrix Inc.,New York,,,"$270,000.00",2022/05/09
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Highway 16 - Toboggan Lake Passing Lane,37227MJ0000,MOTITT,2022/04/28,1,2022/05/04,West Horizon Contracting Inc.,Smithers,British Columbia,Canada,"$3,373,000.56",2022/05/09
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Tribune Bay Log Building Residence Repairs,CP23NAN001,ITT,2022/04/25,1,2022/04/29,Pacific First Contracting Ltd,Hornby Island                 ,British Columbia,Canada,"$50,773.00",2022/05/09
Procurement Services Branch,Ministry of Forests,"BAG, FIRE SUPPRESSION (Base Change)  - Chilliwack",ITQ-007001,Itq,2022/03/23,2,2022/03/24,Firetech Manufacturing Ltd,Surrey,British Columbia,Canada,"$156,755.20",2022/05/09
Procurement Services Branch,Ministry of Forests,Standing Offer: SCEPTER GASOLINE CONTAINERS -Chilliwack and P.G.,ITQ-007048,Itq,2022/04/25,0,2022/05/04,Western Equipment Ltd.,Chilliwack,British Columbia,Canada,$0.00,2022/05/09
Procurement Services Branch,Ministry of Citizens' Services,Tableau - Creator (Server),ITQ-007049,Itq,2022/04/25,0,2022/05/04,Newcomp Analytics Inc,Toronto,Ontario,Canada,"$14,260.74",2022/05/09
Ministry of Forests,Ministry of Forests,NOI-EN23EHQ003,NOI-EN23EHQ003,NOI,2022/04/27,2,2022/05/06,"R.L. (Ron) Davis, P.Eng",Victoria,British Columbia,Canada,"$15,000.00",2022/05/09
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA 08905 - Notice of Intent,PHSA 08905,NOI,2022/04/14,0,2022/04/23,Calian Digital Solutions Ltd.,Toronto,,,"$140,000.00",2022/05/09
City of Kelowna,,,PO 536103,DirectAward,,0,,Aries Canada Ltd,Vaughan,,,"$114,462.00",2022/05/09
District of Summerland,District of Summerland,Wastewater GIS Data Reconfiguration & Implementation,RFP-2022-10,RFP,2022/04/19,3,2022/04/27,Urban Systems Ltd.,Kelowna,,,"$68,500.00",2022/05/09
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Mechanical Site Preparation Disc Trenching - Various Locations ,SP23TLH001,ITT,2022/04/13,1,2022/04/27,Interior Silvi-Services Ltd.,Quesnel,British Columbia,Canada,"$488,969.90",2022/05/09
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SU23TEM602 - Silviculture Surveys - Kamloops TSA (Kamloops),SU23TEM602,ITT,2022/04/14,0,2022/05/05,Wade Tokarek dba WWT Forestry Services,Kamloops,British Columbia,Canada,"$42,343.50",2022/05/09
BC Housing Management Commission,BC Housing Management Commission,"Site Representative Services, Fort St. John, BC",1070-2122/184,RFP,2022/02/14,2,2022/02/22,N/A,,,,$0.00,2022/05/06
BC Housing Management Commission,BC Housing Management Commission,"Site Representative Services, Fort St. John, BC",1070-2122/184,RFP,2022/02/14,2,2022/02/22,N/A,,,,$0.00,2022/05/06
BC Housing Management Commission,BC Housing Management Commission,"Site Representative Services, Fort St. John, BC AND Taylor, BC",1070-2122/193,RFP,2022/02/14,2,2022/02/22,N/A,,,,$0.00,2022/05/06
BC Housing Management Commission,BC Housing Management Commission,"Site Representative Services, Fort St. John, BC AND Taylor, BC",1070-2122/193,RFP,2022/02/14,2,2022/02/22,N/A,,,,$0.00,2022/05/06
Ministry of Forests,Ministry of Forests,RESULTS Data Quality Assurance Monitoring Services,1070-30/OT23FHQ057,RFP,2022/03/15,0,2022/04/12,Certes Applied and Natural Sciences Ltd,Kamloops,British Columbia,Canada,"$100,000.00",2022/05/06
Ministry of Forests,Ministry of Forests,"Gasworks Site General Maintenance, New-Westminster.",13159,RFP,2022/03/07,0,2022/04/08,Beaudry Landscapes,New Westminster,British Columbia,Canada,"$25,000.00",2022/05/06
The Board of Education of School District 72 Campbell River,The Board of Education of School District 72 Campbell River,SECURITY SERVICES  REQUEST FOR PROPOSAL,20220216AA,RFP,2022/03/02,2,2022/03/24,Blanchard Security Inc.,Campbell River,,,"$30,000.00",2022/05/06
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),Barge Berth Design for the IIWWTP Upgrade Project,21-424,RQU,2022/02/23,1,2022/03/01,Please refer to metrovancouver.org,Vancouver,,,$0.00,2022/05/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Approximately 40 km of sealcoating on Highway 24,25891MJ2022,MOTITT,2022/04/06,0,2022/04/26,Arrowsmith Road Maintenance Ltd.,Victoria,British Columbia,Canada,"$2,453,677.00",2022/05/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Approximately 40 km of sealcoating on Highway 24,25891MJ2022,MOTITT,2022/04/06,0,2022/04/26,Arrowsmith Road Maintenance Ltd.,Victoria,British Columbia,Canada,"$2,453,677.00",2022/05/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Southern Interior Region Pavement Crack Sealing 2022,25899MJ0000,MOTITT,2022/04/14,0,2022/05/03,Seal Tec Industries Ltd.,Langley,British Columbia,Canada,"$689,400.00",2022/05/06
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Southern Interior Region Pavement Crack Sealing 2022,25899MJ0000,MOTITT,2022/04/14,0,2022/05/03,Seal Tec Industries Ltd.,Langley,British Columbia,Canada,"$689,400.00",2022/05/06
City of Kamloops,City of Kamloops,RFQ Tri-drive Hydro-Vac Trucks,344083,RFQ,2022/01/31,0,2022/02/25,Custom Vacuum Service Ltd,Edmonton,,,$0.00,2022/05/06
Fraser Health Authority,Fraser Health Authority,MMH TRIM Deroche Restoration,E301-00,RFP,2022/04/12,0,2022/04/26,Kirsten Reite Architecture,Vancouver,,,"$555,000.00",2022/05/06
College of New Caledonia,College of New Caledonia,Student Housing - Student Room Interior Renovations,ITQ 21-016,ITQ,2022/03/21,0,2022/04/21,Western Industrial Contractors Ltd,Prince George,,,"$2,184,488.00",2022/05/06
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),"Supply & Install Conveyor,Waste Collector and SS Wall Claddding",PHSA 08751,ITQ,2022/03/07,0,2022/03/17,Russell Hendrix,Vancouver,,,"$164,000.00",2022/05/06
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),PHSA 9004 - Notice of Intent,PHSA 9004,NOI,2022/04/19,0,2022/04/29,The ClearView Group Solutions for Health Inc.,Delta,,,"$122,525.00",2022/05/06
Provincial Health Services Authority (Incl. BCCSS),BC Emergency Health Services, RFP PHSA CFCS0122 Courtenay Fleet Service Centre,RFP PHSA CFCS0122,RFP,2022/01/06,0,2022/02/03,"Brian McLean Chevrolet, Buick, GMC Ltd.",Courtenay,,,"$350,000.00",2022/05/06
Ministry of Health,Ministry of Health,Facilitation Using Innovative Methodologies,SRFPHL2022-008,SRFP,2022/02/08,3,2022/02/11,Olive Dempsey Consulting,Vancouver,British Columbia,Canada,"$25,000.00",2022/05/06
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),Contingency Disposal Services for Municipal Solid Waste and Wast,21-055,RQU,2021/12/13,1,2022/01/21,Please refer to metrovancouver.org website,Vancouver,,,$0.00,2022/05/05
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),TNT Trail Upgrades,22-118,RFP,2022/03/23,0,2022/04/13,N/A,,,,$0.00,2022/05/05
Greater Vancouver Regional District (Metro Vancouver),Greater Vancouver Regional District (Metro Vancouver),TNT Trail Upgrades,22-118,RFP,2022/03/23,0,2022/04/13,N/A,,,,$0.00,2022/05/05
Ministry of Forests,Ministry of Forests,BIOLOGICAL BRUSHING – QUESNEL NATURAL RESOURCE DISTRICT,BR23WLN001,ITT,2022/04/19,0,2022/05/03,Cailey Ellen Chase dba Vahana Nature Rehabilitation,Kimberley,British Columbia,Canada,"$129,600.00",2022/05/05
Provincial Health Services Authority (Incl. BCCSS),,,CL02945-2020,DirectAward,,0,,Cardinal Health Canada,Vaughan,,,"$1,765,696.00",2022/05/05
