Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Bridge Replacement - Sapeye Lake 65-036 FSR,EN21474-027,ITT,2020/08/17,3,2020/08/20,Heavy Metal Marine Ltd.,Shawnigan Lake,British Columbia,Canada,"$184,340.00",2020/08/20
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Installation of CMB and CRB on Highway 97,25193MJ0001,MOTITT,2020/08/07,1,2020/08/19,Kon Kast Products (2005) Ltd.,Kelowna,British Columbia,Canada,"$1,457,538.02",2020/08/21
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Joe Rich Area Sideroads Resurfacing,25238MJ0000,MOTITT,2020/08/06,1,2020/08/18,Emil Anderson Construction (EAC) Inc.,Kelowna,British Columbia,Canada,"$2,506,869.93",2020/08/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Southern Mountain Caribou Arboreal Lichen Habitat,CS21DPG608,RFP,2020/07/23,1,2020/07/28,Black Fly Environmental Ltd.,Spruce Grove,Alberta,Canada,"$75,260.00",2020/08/21
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Funding Needs Analysis for Provincial Highway Network,CMB20200618,RFP,2020/06/23,1,2020/07/16,Tetra Tech Canada Inc.,Vancouver,British Columbia,Canada,"$150,000.00",2020/08/21
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Aerial Fertilization Chilliwack,FE21LMN006,ITT,2020/08/05,0,2020/08/25,Western Aerial Applications Ltd.,Chilliwack,British Columbia,Canada,"$658,078.61",2020/08/25
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Supply and Delivery of Timber Bridges Modules (Prince George),ITQ-006283,Itq,2020/08/14,2,2020/08/18,Stinger Welding Ltd,Prince George,British Columbia,Canada,"$21,840.00",2020/08/25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Proposals West Quesnel Fuel Break,OP21DQU002,RFP,2020/07/06,1,2020/07/28,Freya Logging Incorporated,Prince George,British Columbia,Canada,"$682,900.00",2020/08/25
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Dock-Humamilt Lake West, Scotch Creek, BC",11572,ITQ,2020/07/23,2,2020/07/31,N/A,,,,$0.00,2020/08/26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Tree Planting Fall 2020 - Boulder fire, Upper Lillooet",PL21LMN200,ITT,2020/08/07,1,2020/08/20,Evergreen Forest Services Ltd.,Campbell River,British Columbia,Canada,"$66,776.00",2020/08/27
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Champion Lakes Park Fuel Management Project Treatement Unit 1,OP21NLE070,RFP,2020/06/17,0,2020/07/20,Monticola Forest LTD,Fruitvale,British Columbia,Canada,"$93,500.00",2020/08/27
Ministry of Citizens' Services,Ministry of Citizens' Services,Request for Qualifications-General Contractors-Williams Lake ,ON-003518,RQU,2020/08/12,2,2020/08/18,Ledcor Construction Ltd,Kamloops,British Columbia,Canada,$0.00,2020/08/27
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rock Slope Stabilization,86002MJ0246,MOTITT,2020/07/27,0,2020/08/26,Mountain Rock Stabilization Services Inc.,Kamloops,British Columbia,Canada,"$741,690.00",2020/08/27
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rock Slope Stabilization,86002MJ0246,MOTITT,2020/07/27,0,2020/08/26,Mountain Rock Stabilization Services Inc.,Kamloops,British Columbia,Canada,"$741,690.00",2020/08/27
Ministry of Citizens' Services,Ministry of Citizens' Services,Request for Qualifications-General Contractors-Williams Lake ,ON-003518,RQU,2020/08/12,2,2020/08/18,Chandos Construction Ltd,Kelowna,British Columbia,Canada,$0.00,2020/08/27
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Ironworkers Memorial Bridge No. 01459 Maintenance,13015MJ2020,MOTITT,2020/08/14,4,2020/08/25,Ross Rex Industrial Painters Ltd.,Langley,British Columbia,Canada,"$15,086,016.10",2020/08/27
Ministry of Citizens' Services,Ministry of Citizens' Services,Request for Proposal - Senior ServiceNow® Developer for SMTP,ON-003509,RFP,2020/07/08,4,2020/07/23,9296492 Canada Inc.,Oshawa,Ontario,Canada,"$400,000.00",2020/08/27
Ministry of Citizens' Services,Ministry of Citizens' Services,Request for Qualifications-General Contractors-Williams Lake ,ON-003518,RQU,2020/08/12,2,2020/08/18,Wildstone Construction and Engineering Ltd,Penticton,British Columbia,Canada,$0.00,2020/08/27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Installation of an L100 15.240M Post and Pad Steel Girder Bridge,EN21DQU005,ITT,2020/07/17,1,2020/07/30,Heavy Metal Marine Ltd.,Shawnigan Lake,British Columbia,Canada,"$274,060.00",2020/08/27
Ministry of Citizens' Services,Ministry of Citizens' Services,Request for Qualifications-General Contractors-Williams Lake ,ON-003518,RQU,2020/08/12,2,2020/08/18,Century Group Inc Constructors,Victoria,British Columbia,Canada,$0.00,2020/08/27
Ministry of Citizens' Services,Ministry of Citizens' Services,Request for Qualifications-General Contractors-Williams Lake ,ON-003518,RQU,2020/08/12,2,2020/08/18,Lauren Bros. Construction Ltd,Williams Lake,British Columbia,Canada,$0.00,2020/08/27
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Loveland Bay Campground Expansion and Improvements,ITT CP21NAN026,ITT,2020/08/13,8,2020/08/14,A. Wood Bulldozing Ltd.,Campbell River,British Columbia,Canada,"$434,862.17",2020/08/28
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Trans Canada Highway 4-Laning,23732MJ0003,MOTITT,2020/08/12,5,2020/08/19,Springline Construction Services Ltd.,Delta,British Columbia,Canada,"$29,717,442.64",2020/08/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FFT Silviculture Surveys,SU21DSN028,ITT,2020/08/05,1,2020/08/14,Van Dolah Enterprises Inc,Vanderhoof,British Columbia,Canada,"$96,059.44",2020/08/28
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildland Urban Interface Forest Fuel Mitigation in Hidden Valley,ER21DRM002,ITT,2020/08/25,1,2020/08/31,Skookumchuck Pulp Inc.,Skookumchuck,British Columbia,Canada,"$83,750.00",2020/08/31
Ministry of Attorney General,Ministry of Attorney General,Notice of Intent TO DIRECT AWARD A VETERINARIAN CONTRACT,20200710,NOI,2020/07/14,1,2020/07/17,Yvonne Van Duin,Victoria,British Columbia,Canada,"$15,000.00",2020/08/31
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,NOI to Direct Award A Contract for Ion Scanners,11547,NOI,2020/07/07,1,2020/07/17,N/A,,,,$0.00,2020/09/01
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,NOI to Direct Award A Contract for Ion Scanners,11547,NOI,2020/07/07,1,2020/07/17,N/A,,,,$0.00,2020/09/01
Ministry of Municipal Affairs and Housing,Ministry of Municipal Affairs and Housing,Scheduled and Emergency Utility Works and Services ,RFP21-UEL-002,RFP,2020/07/16,0,2020/08/13,Rissling Services Ltd.,Delta,British Columbia,Canada,"$500,000.00",2020/09/01
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply & Delivery of Precision Balance Scale (Kamloops),ITQ-006292,Itq,2020/08/13,0,2020/08/20,VWR International Co.,Mississauga,Ontario,Canada,"$10,401.48",2020/09/01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Prescriptions for Mackenzie & Manson ,1070-20/SU21DMK015,ITT,2020/07/23,0,2020/08/19,Strategic Natural Resource Consultants Inc.,Prince George,British Columbia,Canada,$0.00,2020/09/01
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Analytical Laboratory Accredidation Project,11501,SRFP,2020/07/08,2,2020/07/15,Edgar F. Paski,Vancouver,British Columbia,Canada,"$24,000.00",2020/09/01
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Side Roads Resurfacing - Cobble Hill Road and Telegraph Road,16925MJ2020,MOTITT,2020/08/13,0,2020/08/27,O.K. Industries Ltd. dba Duncan Paving Company,Duncan,British Columbia,Canada,"$2,752,102.00",2020/09/02
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Side Roads Resurfacing - Cobble Hill Road and Telegraph Road,16925MJ2020,MOTITT,2020/08/13,0,2020/08/27,O.K. Industries Ltd. dba Duncan Paving Company,Duncan,British Columbia,Canada,"$2,752,102.00",2020/09/02
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Road Resurfacing Sideroads - South Island - Crofton Rd.,16644MJ2020,MOTITT,2020/08/20,1,2020/09/01,Windley Contracting Ltd.,Nanaimo,British Columbia,Canada,"$4,986,465.00",2020/09/02
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Independent Engineer, Broadway Subway Project",BSP ENG 2021 07,RFP,2020/07/31,1,2020/08/19,N/A,,,,$0.00,2020/09/03
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Independent Certifier, Pattullo Bridge Replacement Project",PBR ICS 2021 14,RFP,2020/07/24,1,2020/08/12,N/A,,,,$0.00,2020/09/03
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Independent Certifier, Pattullo Bridge Replacement Project",PBR ICS 2021 14,RFP,2020/07/24,1,2020/08/12,N/A,,,,$0.00,2020/09/03
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Design-Build Director, Broadway Subway Project",BSP TEC 2021 08,RFP,2020/07/24,0,2020/08/14,Falsecreek Construction Inc.,Delta,British Columbia,Canada,"$2,304,000.00",2020/09/03
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Traffic Advisor Services, Broadway Subway Project",BSP TRA 2021 09,RFP,2020/07/23,2,2020/08/05,T.J. Cooper Management Consultants Ltd.,Saanichton,British Columbia,Canada,"$1,367,500.00",2020/09/03
Procurement Services Branch,Ministry of Attorney General,65 AVON C50 Masks,ITQ-006304,Itq,2020/08/21,0,2020/08/31,Millbrook Tactical Inc.,Stittsville,Ontario,Canada,"$54,621.00",2020/09/03
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Kootenay Lake Ferry Design - Build Project ,RFQ-DB-MB-KL1,RQU,2019/06/10,3,2019/06/18,Western Pacific Marine,Vancouver,British Columbia,Canada,"$62,900,000.00",2020/09/03
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,FY21-OFF LOT PURCHASE F-350 DIESEL (OR EQUIVALENT),ITQ-006303,Itq,2020/08/20,0,2020/08/28,Steve Marshall Ford Lincoln Ltd,Nanaimo,British Columbia,Canada,"$63,052.64",2020/09/04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Black Bear Dens on Vancouver Island,GS21NAN406,NOI,2020/08/18,0,2020/08/28,Artemis Wildlife Consultants,Victoria,British Columbia,Canada,"$5,000.00",2020/09/04
Procurement Services Branch,Ministry of Transportation and Infrastructure,Alex Fraser Bridge Plates (Delta),ITQ-006305,Itq,2020/08/21,0,2020/08/28,Marcon Metalfab Inc,Delta,British Columbia,Canada,"$153,104.00",2020/09/08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Maintenance from 0 km to 31.5 km on the Finlay-Manson FSR,11250-85/EN21DMK020,ITT,2020/08/25,0,2020/09/09,N/A,,,,$0.00,2020/09/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Maintenance from 0 km to 31.5 km on the Finlay-Manson FSR,11250-85/EN21DMK020,ITT,2020/08/25,0,2020/09/09,N/A,,,,$0.00,2020/09/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Forest Service Road Maintenance - Chilliwack District,EN21LMN300,ITT,2020/08/31,2,2020/09/04,N/A,,,,$0.00,2020/09/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Forest Health Ground Surveys - Rocky Mountain District - South,FH21DRM003,ITT,2020/08/25,1,2020/09/04,Vast Resource Solutions Inc.,Cranbrook,British Columbia,Canada,"$126,950.00",2020/09/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Forest Health Ground Surveys - Rocky Mountain District - North,FH21DRM002,ITT,2020/08/25,1,2020/09/04,Zanzibar Holdings Ltd.,North Vancouver,British Columbia,Canada,"$110,425.00",2020/09/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Coastal Fire Centre Deck replacement and refinishing ,11633,ITQ,2020/08/27,1,2020/08/28,W.J.Murphy Contracting Ltd.,Parksville,British Columbia,Canada,"$56,900.00",2020/09/09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Site Preparation Skagit ,SP21LMN005,ITT,2020/07/13,0,2020/08/04,N/A,,,,$0.00,2020/09/10
Procurement Services Branch,Ministry of Transportation and Infrastructure,Ashphalt Content Tester and Oven (Kamloops),ITQ-006310,Itq,2020/08/26,0,2020/09/03,Hoskin Scientific Ltd,Burnaby,British Columbia,Canada,"$42,515.20",2020/09/10
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,AS & WHEN REQUIRED FIRST AID SERVICES - NORTH PEACE,331LM5780-FA,ITB,2020/09/03,0,2020/09/10,Kharma Safety Ltd.,Fort St John,British Columbia,Canada,"$50,000.00",2020/09/10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Tender EN21474-028 7456.03 Wilcox-Dempsey FSR ,EN21474-028,ITT,2020/09/01,1,2020/09/10,Dowling C. Monette Logging Ltd.,100 Mile House,British Columbia,Canada,"$54,097.00",2020/09/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Bear Deterrent, Insect Repellent, Pocket insect head net",ITQ-006294,Itq,2020/08/20,0,2020/08/28,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,$0.00,2020/09/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Combination chainsaw file guide,ITQ-006296,Itq,2020/08/20,0,2020/08/28,Cascade Supply & Marine Ltd,Chilliwack,British Columbia,Canada,$0.00,2020/09/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",REQUEST FOR STANDING OFFER FOR MESS KITS (2 LOCATIONS),ITQ-006271,Itq,2020/07/10,0,2020/07/21,"Prototype Integrated Solutions, Inc.",Langley,British Columbia,Canada,$0.00,2020/09/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildlife GPS Tracking Collars (Ft St John Area),ITQ-006306,Itq,2020/08/25,1,2020/09/01,"Lotek Wireless, Inc.",Newmarket,Ontario,Canada,"$156,688.00",2020/09/11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Rope, Yellow 3-Strand Twisted Monofilament Polypropylene (3szs)",ITQ-006298,Itq,2020/08/20,0,2020/08/28,Keystone Supplies International Ltd.,Richmond,British Columbia,Canada,$0.00,2020/09/11
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control and First Aid Services - Service Area 18,20144OP1820,MOTITT,2020/05/27,1,2020/06/04,N/A,,,,$0.00,2020/09/14
Ministry of Attorney General,Ministry of Attorney General,Mediation Roster Program Services ,TTSMRSRFP001,RFP,2020/03/23,2,2020/05/01,ADR Institute of BC,Vancouver,British Columbia,Canada,"$305,806.45",2020/09/14
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS21MRB313 - Powder King/Purden/Murray Ridge WRR Prescriptions,GS21MRB313,ITT,2020/07/30,0,2020/08/24,N/A,,,,$0.00,2020/09/15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Janitorial Services for the Cariboo Fire Centre in Williams Lake,11675,ITT,2020/09/02,1,2020/09/14,SkyBlue Janitorial & Carpet Cleaning Services Inc.,Edmonton,Alberta,Canada,"$60,827.25",2020/09/15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Preliminary Field Reconnaissance in RV,CS21DPG614,ITT,2020/08/31,1,2020/09/08,Pathfinder Endeavours Ltd.,Prince George,British Columbia,Canada,"$2,480.00",2020/09/15
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Supply and Stockpile Riprap in Copper Valley Pit No. 0648,23759MN1620,MOTITT,2020/08/25,0,2020/09/15,Coast Range Concrete Ltd.,Lillooet,British Columbia,Canada,"$191,000.00",2020/09/16
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Supply and Stockpile Riprap in Copper Valley Pit No. 0648,23759MN1620,MOTITT,2020/08/25,0,2020/09/15,Coast Range Concrete Ltd.,Lillooet,British Columbia,Canada,"$191,000.00",2020/09/16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Provincial Land Survey Roster,8112018,RQU,2018/11/08,0,2018/12/03,Wade and Associates Land Survey,Mission,British Columbia,Canada,"$1,500.00",2020/09/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Preliminary Field Reconnaissance ,CS21DPG612,ITT,2020/08/31,1,2020/09/09,Pathfinder Endeavours Ltd,Prince George,British Columbia,Canada,"$2,040.00",2020/09/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Douglas-fir Beetle Ground Survey,FH21DSN033,ITT,2020/08/25,0,2020/09/08,Civil North Consulting Ltd,Prince George,British Columbia,Canada,"$19,215.00",2020/09/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Cluculz Fuel Management,FS21DSN030,ITT,2020/08/27,0,2020/09/10,Seneca Enterprises Ltd,Prince George,British Columbia,Canada,"$51,312.00",2020/09/16
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Manning Park Fuel Management Treatment Project Monitor/Liaison,GS21PNE206,RFP,2020/08/31,0,2020/09/15,Cabin Resource Management,Vernon,British Columbia,Canada,"$20,115.00",2020/09/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Silviculture Surveys Wood Lake,SU21LMN004,ITT,2020/09/02,4,2020/09/02,N/A,,,,$0.00,2020/09/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Four Strand Barbed Wire (4SBW) fence removal and/or 4SBW fence c,RA21DSE002,ITT,2020/08/11,0,2020/09/10,Wilfred Carl Lindquist DBA Nu Venture Services,Rock Creek,British Columbia,Canada,"$12,625.00",2020/09/17
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,Traffic Data Program - Data Management Services,TRAN-CMB20200702,RFP,2020/07/02,0,2020/07/31,WSP Canada Group Limited,Vancouver,British Columbia,Canada,"$340,000.00",2020/09/17
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Tie down Rachet and Cam buckle straps,ITQ-006300,Itq,2020/08/20,0,2020/08/28,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,$0.00,2020/09/18
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply & Delivery of Concrete (Duncan),ITQ-006313,Itq,2020/09/03,0,2020/09/11,Surespan Ready-Mix Ltd,Duncan,British Columbia,Canada,"$74,323.20",2020/09/18
Procurement Services Branch,Ministry of Public Safety and Solicitor General,Supply & Delivery of Body Bags (Burnaby),ITQ-006293,Itq,2020/08/26,3,2020/08/28,Elite Textile Trading LLC,Irvine,California,United States,"$27,095.04",2020/09/18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Double Traffic Gates (Hope & Lumby),ITQ-006311,Itq,2020/09/04,1,2020/09/09,Canada Rig Mats Ltd.,Kamloops,British Columbia,Canada,"$12,962.57",2020/09/18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Grading & Snow Plowing the Beaver Forest Service Road,EN21DPG613,ITT,2020/07/27,0,2020/08/18,Willow Haven Contracting Ltd.,Willow River,British Columbia,Canada,"$40,230.00",2020/09/21
Procurement Services Branch,Ministry of Transportation and Infrastructure,Precast Concrete Box Culvert (Okanagan Falls),ITQ-006307,Itq,2020/09/11,7,2020/09/14,Langley Concrete & Tile Ltd,Langley,British Columbia,Canada,"$197,635.20",2020/09/22
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FLTC A97667 Sale of Felled Unprocessed Roadside Timber,A97667 FLTC,ITT,2020/08/31,0,2020/09/10,N/A,,,,$0.00,2020/09/23
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Invitation to Tender Decked Wood Sale FLTC A97667,FLTC A97667,ITT,2020/08/18,0,2020/08/28,N/A,,,,$0.00,2020/09/23
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Various Firefighting Supplies,ITQ-006301,Itq,2020/08/20,0,2020/08/28,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,$0.00,2020/09/23
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Various Firefighting Supplies,ITQ-006301,Itq,2020/08/20,0,2020/08/28,Acklands-Grainger Inc,Burnaby,British Columbia,Canada,$0.00,2020/09/23
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Tactical Planning for Southern Mountain Caribou ,Tactical_SM-001,RFP,2020/09/08,3,2020/09/10,Wildlife Infometrics Inc,Mackenzie,British Columbia,Canada,"$127,000.00",2020/09/23
Ministry of Social Development and Poverty Reduction,Ministry of Social Development and Poverty Reduction,Security Guards - Vancouver Island,2020 SECURITY VAN IS,RFP,2020/09/04,3,2020/09/11,Blackbird Security,Surrey,British Columbia,Canada,$0.00,2020/09/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SUPPLY & INSTALLATION OF HEAT TRACING SYSTEM AT THE CRANBROOK FZ,ITQ21BCWHQ002,ITQ,2020/08/24,2,2020/09/01,N/A,,,,$0.00,2020/09/25
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Patrol Rifle Lights (Victoria),ITQ-006316,Itq,2020/09/10,0,2020/09/18,Rampart International Corp,Ottawa,Ontario,Canada,"$13,818.74",2020/09/25
Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supplu & Delivery of 44"" Scanner (Victoria)",ITQ-006078R,Itq,2020/08/07,0,2020/08/14,ARC Digital Canada Corp,Victoria,British Columbia,Canada,"$12,536.16",2020/09/25
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply & Delivery of Kenwood and Motorola Radios (Victoria),ITQ-006315,Itq,2020/09/09,0,2020/09/18,Victoria Mobile Radio Ltd,Victoria,British Columbia,Canada,"$48,720.00",2020/09/25
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Syringa Provincial Park - Water Supply Upgrades,ENV21-BCPKO-20,ITT,2020/09/03,2,2020/09/09,1022117 Alberta Ltd OA Dynamic,Castlegar,British Columbia,Canada,"$442,145.00",2020/09/28
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Master Lock Padlocks,ITQ-006299,Itq,2020/08/20,0,2020/08/28,"Motion Industries (Canada), Inc.",Abbotsford,British Columbia,Canada,$0.00,2020/09/29
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control and First Aid Services,20144OP1888,MOTITT,2020/09/15,0,2020/09/29,No Bids Received,Victoria,British Columbia,Canada,$0.00,2020/09/29
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Traffic Control and First Aid Services,20144OP1888,MOTITT,2020/09/15,0,2020/09/29,No Bids Received,Victoria,British Columbia,Canada,$0.00,2020/09/29
